Title;Artist;Album
If That's What It Takes;Bon Jovi;These Days
Diamond Ring;Bon Jovi;These Days
All I Want Is Everything;Bon Jovi;These Days
Bitter Wine;Bon Jovi;These Days
Total Eclipse Of The Heart;Bonnie Tyler;The Greatest Hits
Holding Out For A Hero;Bonnie Tyler;The Greatest Hits
The World Is Full Of Married Men;Bonnie Tyler;The Greatest Hits
Rockin' Good Way;Bonnie Tyler;The Greatest Hits
Here She Comes;Bonnie Tyler;The Greatest Hits
Band Of Gold;Bonnie Tyler;The Greatest Hits
Faster Than The Speed Of Night;Bonnie Tyler;The Greatest Hits
Lovers Again;Bonnie Tyler;The Greatest Hits
Lost In France;Bonnie Tyler;The Greatest Hits
It's A Heartache;Bonnie Tyler;The Greatest Hits
Getting So Excited;Bonnie Tyler;The Greatest Hits
Have You Ever Seen The Rain?;Bonnie Tyler;The Greatest Hits
I Believe In Your Sweet Love;Bonnie Tyler;The Greatest Hits
If I Sing You A Love Song;Bonnie Tyler;The Greatest Hits
More Than A Lover;Bonnie Tyler;The Greatest Hits
Straight From The Heart;Bonnie Tyler;The Greatest Hits
Gimme More;Britney Spears;Blackout
Piece Of Me;Britney Spears;Blackout
Radar;Britney Spears;Blackout
Break The Ice;Britney Spears;Blackout
Heaven On Earth;Britney Spears;Blackout
Get Naked (I Got A Plan);Britney Spears;Blackout
Freakshow;Britney Spears;Blackout
Toy Soldier;Britney Spears;Blackout
Hot As Ice;Britney Spears;Blackout
Ooh Ooh Baby;Britney Spears;Blackout
Perfect Lover;Britney Spears;Blackout
Why Should I Be Sad;Britney Spears;Blackout
My Prerogative;Britney Spears;Greatest Hits: My Prerogative [Disc 1]
Toxic;Britney Spears;Greatest Hits: My Prerogative [Disc 1]
I'm A Slave 4 U;Britney Spears;Greatest Hits: My Prerogative [Disc 1]
Oops!... I Did It Again;Britney Spears;Greatest Hits: My Prerogative [Disc 1]
Me Against The Music;Britney Spears Feat. Madonna;Greatest Hits: My Prerogative [Disc 1]
Stronger;Britney Spears;Greatest Hits: My Prerogative [Disc 1]
Everytime;Britney Spears;Greatest Hits: My Prerogative [Disc 1]
...Baby One More Time;Britney Spears;Greatest Hits: My Prerogative [Disc 1]
(You Drive Me) Crazy (The Stop Remix!);Britney Spears;Greatest Hits: My Prerogative [Disc 1]
Boys (The Co-Ed Remix);Britney Spears Feat. Pharrell Williams;Greatest Hits: My Prerogative [Disc 1]
Sometimes;Britney Spears;Greatest Hits: My Prerogative [Disc 1]
Overprotected (The Dark Child Remix) [Radio Edit];Britney Spears;Greatest Hits: My Prerogative [Disc 1]
Lucky;Britney Spears;Greatest Hits: My Prerogative [Disc 1]
Outrageous;Britney Spears;Greatest Hits: My Prerogative [Disc 1]
Born To Make You Happy;Britney Spears;Greatest Hits: My Prerogative [Disc 1]
I Love Rock 'n' Roll;Britney Spears;Greatest Hits: My Prerogative [Disc 1]
I'm Not A Girl, Not Yet A Woman;Britney Spears;Greatest Hits: My Prerogative [Disc 1]
I've Just Begun (Having My Fun);Britney Spears;Greatest Hits: My Prerogative [Disc 1]
Do Somethin';Britney Spears;Greatest Hits: My Prerogative [Disc 1]
Born In The U.S.A.;Bruce Springsteen;Born In The U.S.A.
Cover Me;Bruce Springsteen;Born In The U.S.A.
Darlington County;Bruce Springsteen;Born In The U.S.A.
Working On The Highway;Bruce Springsteen;Born In The U.S.A.
Downbound Train;Bruce Springsteen;Born In The U.S.A.
I'm On Fire;Bruce Springsteen;Born In The U.S.A.
No Surrender;Bruce Springsteen;Born In The U.S.A.
Bobby Jean;Bruce Springsteen;Born In The U.S.A.
I'm Goin' Down;Bruce Springsteen;Born In The U.S.A.
Glory Days;Bruce Springsteen;Born In The U.S.A.
Dancing In The Dark;Bruce Springsteen;Born In The U.S.A.
My Hometown;Bruce Springsteen;Born In The U.S.A.
Born To Run;Bruce Springsteen;Greatest Hits
Thunder Road;Bruce Springsteen;Greatest Hits
Badlands;Bruce Springsteen;Greatest Hits
The River;Bruce Springsteen;Greatest Hits
Hungry Heart;Bruce Springsteen;Greatest Hits
Atlantic City;Bruce Springsteen;Greatest Hits
Dancing In The Dark;Bruce Springsteen;Greatest Hits
Born In The U.S.A.;Bruce Springsteen;Greatest Hits
My Hometown;Bruce Springsteen;Greatest Hits
Glory Days;Bruce Springsteen;Greatest Hits
Brilliant Disguise;Bruce Springsteen;Greatest Hits
Human Touch;Bruce Springsteen;Greatest Hits
Better Days;Bruce Springsteen;Greatest Hits
Streets Of Philadelphia;Bruce Springsteen;Greatest Hits
Secret Garden;Bruce Springsteen;Greatest Hits
Murder Incorporated;Bruce Springsteen;Greatest Hits
Blood Brothers;Bruce Springsteen;Greatest Hits
This Hard Land;Bruce Springsteen;Greatest Hits
Radio Nowhere;Bruce Springsteen;Magic
You'll Be Coming Down;Bruce Springsteen;Magic
Livin' In The Future;Bruce Springsteen;Magic
Your Own Worst Enemy;Bruce Springsteen;Magic
Gypsy Biker;Bruce Springsteen;Magic
Girls In Their Summer Clothes;Bruce Springsteen;Magic
I'll Work For Your Love;Bruce Springsteen;Magic
Magic;Bruce Springsteen;Magic
Last To Die;Bruce Springsteen;Magic
Long Walk Home;Bruce Springsteen;Magic
Devil's Arcade;Bruce Springsteen;Magic
Terry's Song;Bruce Springsteen;Magic
Blinded By The Light;Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
For You;Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
Spirit In The Night;Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
4th Of July, Asbury Park (Sandy);Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
Rosalita (Come Out Tonight);Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
Thunder Road;Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
Born To Run;Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
Jungleland;Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
Badlands;Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
Darkness On The Edge Of Town;Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
The Promised Land;Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
The River;Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
Hungry Heart;Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
Nebraska;Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
Atlantic City;Bruce Springsteen;The Essential Bruce Springsteen [Disc 1]
Born In The U.S.A.;Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
Glory Days;Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
Dancing In The Dark;Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
Tunnel Of Love;Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
Brilliant Disguise;Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
Human Touch;Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
Living Proof;Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
Lucky Town;Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
Streets Of Philadelphia;Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
The Ghost Of Tom Joad;Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
The Rising;Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
Mary's Place;Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
Lonesome Day;Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
American Skin (41shots) [Live];Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
Land Of Hope And Dreams [Live];Bruce Springsteen;The Essential Bruce Springsteen [Disc 2]
Lonesome Day;Bruce Springsteen;The Rising
Into The Fire;Bruce Springsteen;The Rising
Waitin' On A Sunny Day;Bruce Springsteen;The Rising
Nothing Man;Bruce Springsteen;The Rising
Countin' On A Miracle;Bruce Springsteen;The Rising
Empty Sky;Bruce Springsteen;The Rising
Worlds Apart;Bruce Springsteen;The Rising
Let's Be Friends (Skin To Skin);Bruce Springsteen;The Rising
Further On (Up The Road);Bruce Springsteen;The Rising
The Fuse;Bruce Springsteen;The Rising
Mary's Place;Bruce Springsteen;The Rising
You're Missing;Bruce Springsteen;The Rising
The Rising;Bruce Springsteen;The Rising
Paradise;Bruce Springsteen;The Rising
My City Of Ruins;Bruce Springsteen;The Rising
Outlaw Pete;Bruce Springsteen;Working On A Dream
My Lucky Day;Bruce Springsteen;Working On A Dream
Working On A Dream;Bruce Springsteen;Working On A Dream
Queen Of The Supermarket;Bruce Springsteen;Working On A Dream
What Love Can Do;Bruce Springsteen;Working On A Dream
This Life;Bruce Springsteen;Working On A Dream
Good Eye;Bruce Springsteen;Working On A Dream
Tomorrow Never Knows;Bruce Springsteen;Working On A Dream
Life Itself;Bruce Springsteen;Working On A Dream
Kingdom Of Days;Bruce Springsteen;Working On A Dream
Surprise, Surprise;Bruce Springsteen;Working On A Dream
The Last Carnival;Bruce Springsteen;Working On A Dream
The Wrestler;Bruce Springsteen;Working On A Dream
Grenade;Bruno Mars;Doo-Wops & Hooligans
Just The Way You Are;Bruno Mars;Doo-Wops & Hooligans
Our First Time;Bruno Mars;Doo-Wops & Hooligans
Runaway Baby;Bruno Mars;Doo-Wops & Hooligans
The Lazy Song;Bruno Mars;Doo-Wops & Hooligans
Marry You;Bruno Mars;Doo-Wops & Hooligans
Talking To The Moon;Bruno Mars;Doo-Wops & Hooligans
Liquor Store Blues;Bruno Mars Feat. Damian Marley;Doo-Wops & Hooligans
Count On Me;Bruno Mars;Doo-Wops & Hooligans
The Other Side;Bruno Mars Feat. Cee Lo Green & B.o.B;Doo-Wops & Hooligans
Somewhere In Brooklyn;Bruno Mars;Doo-Wops & Hooligans
Talking To The Moon (Acoustic Piano Version);Bruno Mars;Doo-Wops & Hooligans
Young Girls;Bruno Mars;Unorthodox Jukebox
Locked Out Of Heaven;Bruno Mars;Unorthodox Jukebox
Gorilla;Bruno Mars;Unorthodox Jukebox
Treasure;Bruno Mars;Unorthodox Jukebox
Moonshine;Bruno Mars;Unorthodox Jukebox
When I Was Your Man;Bruno Mars;Unorthodox Jukebox
Natalie;Bruno Mars;Unorthodox Jukebox
Show Me;Bruno Mars;Unorthodox Jukebox
Money Make Her Smile;Bruno Mars;Unorthodox Jukebox
If I Knew;Bruno Mars;Unorthodox Jukebox
Track 1;Unknown artist;Unknown album (09-Jul-20 2:52:01 PM)
Everything I Do - I Do It For You;Bryan Adams;(Everything I Do) I Do It For You [Single]
She's Only Happy When She's Dancin' [Live];Bryan Adams;(Everything I Do) I Do It For You [Single]
Cuts Like A Knife [Live];Bryan Adams;(Everything I Do) I Do It For You [Single]
(Everything I Do) I Do It For You;Bryan Adams;(Everything I Do) I Do It For You [Single]
The Only Thing That Looks Good On Me Is You;Bryan Adams;18 Til I Die
Do To You;Bryan Adams;18 Til I Die
Let's Make A Night To Remember;Bryan Adams;18 Til I Die
18 Til I Die;Bryan Adams;18 Til I Die
Star;Bryan Adams;18 Til I Die
(I Wanna Be) Your Underwear;Bryan Adams;18 Til I Die
We're Gonna Win;Bryan Adams;18 Til I Die
I Think About You;Bryan Adams;18 Til I Die
I'll Always Be Right There;Bryan Adams;18 Til I Die
It Ain't A Party...If You Can't Come 'Round;Bryan Adams;18 Til I Die
Black Pearl;Bryan Adams;18 Til I Die
You're Still Beautiful To Me;Bryan Adams;18 Til I Die
Have You Ever Really Loved A Woman;Bryan Adams;18 Til I Die
Don't Give Up;Bryan Adams Feat. Chicane;Greatest Ballads: Platinum Collection
Inside Out;Bryan Adams;Greatest Ballads: Platinum Collection
The Best Of Me;Bryan Adams;Greatest Ballads: Platinum Collection
Cloud Number Nine;Bryan Adams;Greatest Ballads: Platinum Collection
Back To You;Bryan Adams;Greatest Ballads: Platinum Collection
Have You Ever Really Loved A Woman;Bryan Adams;Greatest Ballads: Platinum Collection
When You Love Someone;Bryan Adams;Greatest Ballads: Platinum Collection
Please Forgive Me;Bryan Adams;Greatest Ballads: Platinum Collection
(Everything I Do) I Do It For You;Bryan Adams;Greatest Ballads: Platinum Collection
I'm Ready;Bryan Adams;Greatest Ballads: Platinum Collection
Straight From The Heart;Bryan Adams;Greatest Ballads: Platinum Collection
Heaven;Bryan Adams;Greatest Ballads: Platinum Collection
When You're Gone;Bryan Adams Feat. Melanie C;Greatest Ballads: Platinum Collection
All For Love;Bryan Adams, Rod Stewart & Sting;Greatest Ballads: Platinum Collection
Run To You;Bryan Adams;Greatest Ballads: Platinum Collection
I'll Always Be Right There;Bryan Adams;Greatest Ballads: Platinum Collection
I Finally Found Someone;Bryan Adam & Babara Strisen;Greatest Ballads: Platinum Collection
One Night Love Affair;Bryan Adams;Reckless
She's Only Happy When She's Dancin';Bryan Adams;Reckless
Run To You;Bryan Adams;Reckless
Heaven;Bryan Adams;Reckless
Somebody;Bryan Adams;Reckless
Summer Of '69;Bryan Adams;Reckless
Kids Wanna Rock;Bryan Adams;Reckless
It's Only Love;Bryan Adams & Tina Turner;Reckless
Long Gone;Bryan Adams;Reckless
Ain't Gonna Cry;Bryan Adams;Reckless
Summer Of '69;Bryan Adams;So Far So Good
Straight From The Heart;Bryan Adams;So Far So Good
It's Only Love;Tina Turner & Bryan Adams;So Far So Good
Can't Stop This Thing We Started;Bryan Adams;So Far So Good
Do I Have To Say The Words?;Bryan Adams;So Far So Good
This Time;Bryan Adams;So Far So Good
Run To You;Bryan Adams;So Far So Good
Heaven;Bryan Adams;So Far So Good
Cuts Like A Knife;Bryan Adams;So Far So Good
(Everything I Do) I Do It For You;Bryan Adams;So Far So Good
Somebody;Bryan Adams;So Far So Good
Kids Wanna Rock;Bryan Adams;So Far So Good
Heat Of The Night;Bryan Adams;So Far So Good
Please Forgive Me;Bryan Adams;So Far So Good
Is Your Mama Gonna Miss Ya?;Bryan Adams;Waking Up The Neighbours
Hey Honey - I'm Packin' You In!;Bryan Adams;Waking Up The Neighbours
Can't Stop This Thing We Started;Bryan Adams;Waking Up The Neighbours
Thought I'd Died And Gone To Heaven;Bryan Adams;Waking Up The Neighbours
Not Guilty;Bryan Adams;Waking Up The Neighbours
Vanishing;Bryan Adams;Waking Up The Neighbours
House Arrest;Bryan Adams;Waking Up The Neighbours
Do I Have To Say The Words?;Bryan Adams;Waking Up The Neighbours
There Will Never Be Another Tonight;Bryan Adams;Waking Up The Neighbours
All I Want Is You;Bryan Adams;Waking Up The Neighbours
Depend On Me;Bryan Adams;Waking Up The Neighbours
(Everything I Do) I Do It For You;Bryan Adams;Waking Up The Neighbours
If You Wanna Leave Me (Can I Come Too?);Bryan Adams;Waking Up The Neighbours
Touch The Hand;Bryan Adams;Waking Up The Neighbours
Don't Drop That Bomb On Me;Bryan Adams;Waking Up The Neighbours
Fly On The Wings Of Love;Brdrene Olsen;Wings Of Love
Sunday Morning;Brdrene Olsen;Wings Of Love
Dreamworld;Brdrene Olsen;Wings Of Love
I Have To Dance;Brdrene Olsen;Wings Of Love
San Francisco;Brdrene Olsen;Wings Of Love
Little Johnny;Brdrene Olsen;Wings Of Love
Neon Madonna;Brdrene Olsen;Wings Of Love
Angelina;Brdrene Olsen;Wings Of Love
Suzy;Brdrene Olsen;Wings Of Love
One Woman, Two Lovers;Brdrene Olsen;Wings Of Love
Smuk Som Et Stjerneskud;Brdrene Olsen;Wings Of Love
Det Blonde Danske Smil;C.V. Jrgensen;Tidens Tern
Costa Del Sol (En Inciterende Flamenco);C.V. Jrgensen;Tidens Tern
P Den Trettende Dag;C.V. Jrgensen;Tidens Tern
Kaptajn Clutch & Hans Crew;C.V. Jrgensen;Tidens Tern
Ssonen Er Slut;C.V. Jrgensen;Tidens Tern
Middelmands Bunker;C.V. Jrgensen;Tidens Tern
Sahara Non Stop;C.V. Jrgensen;Tidens Tern
Villa Trianon Petit;C.V. Jrgensen;Tidens Tern
Amor & Den Sidste Pil;C.V. Jrgensen;Tidens Tern
Safe and Sound;Capital Cities;In a Tidal Wave of Mystery (Deluxe Edition)
Homeland;Carpark North;Carpark North
Transparent And Glasslike;Carpark North;Carpark North
There's A Place;Carpark North;Carpark North
I And You;Carpark North;Carpark North
In The Dark;Carpark North;Carpark North
Kiss Me;Carpark North;Carpark North
40 Days;Carpark North;Carpark North
Wild Wonders;Carpark North;Carpark North
Spain;Carpark North;Carpark North
The Last End;Carpark North;Carpark North
Intro;Carpark North;Phoenix
Phoenix;Carpark North;Phoenix
32;Carpark North Feat. Stine Bramsen;Phoenix
Renegade;Carpark North;Phoenix
Just Like Me;Carpark North Feat. Sren Dahl Jeppesen;Phoenix
You're My Fire;Carpark North Feat. Nik & Jay;Phoenix
Better Off Alone;Carpark North;Phoenix
I Walk On;Carpark North;Phoenix
Copenhagen;Carpark North;Phoenix
Army Of Open Arms;Carpark North;Phoenix
One To Breathe For;Carpark North;Phoenix
Brothers;Carpark North;Phoenix
Escape From Midwich Valley;Carpenter Brut;Trilogy
Disco Zombi Italia;Carpenter Brut;Trilogy
L.A Venice Bitch 80's;Carpenter Brut;Trilogy
Wake Up the President;Carpenter Brut;Trilogy
347 Midnight Demons;Carpenter Brut;Trilogy
Le Perv;Carpenter Brut;Trilogy
Roller Mobster;Carpenter Brut;Trilogy
Meet Matt Stryker;Carpenter Brut;Trilogy
Obituary;Carpenter Brut;Trilogy
Looking For Tracy Tzu;Carpenter Brut;Trilogy
Sexkiller On the Loose;Carpenter Brut;Trilogy
Hang'em All;Carpenter Brut;Trilogy
Division Ruine;Carpenter Brut;Trilogy
Paradise Warfare;Carpenter Brut;Trilogy
Run, Sally, Run!;Carpenter Brut;Trilogy
Turbo Killer;Carpenter Brut;Trilogy
Anarchy Road;Carpenter Brut;Trilogy
Invasion A.D;Carpenter Brut;Trilogy
Doodah (Single);Cartoons;Doo Dah!
Doo Dah (Extended Technobilly Mit Spass Mix);Cartoons;Doo Dah!
Doo Dah (Grease And Gemuse Remix);Cartoons;Doo Dah!
Doo Dah (Sunzet Dialogue Remix);Cartoons;Doo Dah!
Kongres For nder Fra Den Truede Menneskenatur;Cathrine Lervig;Vokalapyk
Sort Poesi;Cathrine Lervig;Vokalapyk
Med Udsigt Til Hbet;Cathrine Lervig;Vokalapyk
Murene Falder;Cathrine Lervig;Vokalapyk
Metamorphose;Cathrine Lervig;Vokalapyk
Liv I Mosehullet;Cathrine Lervig;Vokalapyk
Vulkano Pyk;Cathrine Lervig;Vokalapyk
P Herrens Mark;Cathrine Lervig;Vokalapyk
Thigong, P Herrens Mark;Cathrine Lervig;Vokalapyk
Ishavet;Cathrine Lervig;Vokalapyk
Sort Poesi, Fransk;Cathrine Lervig;Vokalapyk
Tre Store Hrfrere;Cathrine Lervig;Vokalapyk
When I Am Laid;Cathrine Lervig;Vokalapyk
Hr Det Usynlige;Cathrine Lervig;Vokalapyk
It's All Coming Back To Me Now;Celine Dion;Falling Into You
Because You Loved Me;Celine Dion;Falling Into You
Falling Into You;Celine Dion;Falling Into You
Make You Happy;Celine Dion;Falling Into You
Seduces Me;Celine Dion;Falling Into You
All By Myself;Celine Dion;Falling Into You
Declaration Of Love;Celine Dion;Falling Into You
You Make Me Feel Like A Natural Woman;Celine Dion;Falling Into You
Dreamin' Of You;Celine Dion;Falling Into You
I Love You;Celine Dion;Falling Into You
If That's What It Takes;Celine Dion;Falling Into You
I Don't Know;Celine Dion;Falling Into You
River Deep, Mountain High;Celine Dion;Falling Into You
Your Light;Celine Dion;Falling Into You
Call The Man;Celine Dion;Falling Into You
Fly;Celine Dion;Falling Into You
The Reason;Celine Dion;Let's Talk About Love
Immortality;Celine Dion & Bee Gees;Let's Talk About Love
Treat Her Like A Lady;Cline Dion Feat. Diana King & Brownstone;Let's Talk About Love
Why Oh Why;Celine Dion;Let's Talk About Love
Love Is On The Way;Celine Dion;Let's Talk About Love
Tell Him;Barbra Streisand & Celine Dion;Let's Talk About Love
Amar Haciendo El Amor;Celine Dion;Let's Talk About Love
When I Need You;Celine Dion;Let's Talk About Love
Miles To Go;Celine Dion;Let's Talk About Love
Us;Celine Dion;Let's Talk About Love
Just A Little Bit Of Love;Celine Dion;Let's Talk About Love
My Heart Will Go On;Celine Dion;Let's Talk About Love
Where Is The Love;Celine Dion;Let's Talk About Love
Be The Man;Celine Dion;Let's Talk About Love
Hate You Then I Love You;Luciano Pavarotti, Celine Dion;Let's Talk About Love
Let's Talk About Love;Celine Dion;Let's Talk About Love
Track 1;Unknown artist;Unknown album (14-Jun-21 8:51:18 PM)
Think Twice;Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
It's All Coming Back To Me Now;Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
A New Day Has Come;Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
My Love;Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
Taking Chances;Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
That's The Way It Is;Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
The Power Of Love;Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
Because You Loved Me;Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
Tell Him;Barbra Streisand & Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
Falling Into You;Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
I Drove All Night;Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
I'm Alive;Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
All By Myself;Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
Alone;Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
Immortality;Celine Dion & Bee Gees;My Love: Ultimate Essential Collection [Disc 1]
Beauty And The Beast;Cline Dion & Peabo Bryson;My Love: Ultimate Essential Collection [Disc 1]
There Comes A Time;Celine Dion;My Love: Ultimate Essential Collection [Disc 1]
The Power Of Love;Celine Dion;The Colour Of My Love
Misled;Celine Dion;The Colour Of My Love
Think Twice;Celine Dion;The Colour Of My Love
Only One Road;Celine Dion;The Colour Of My Love
Everybody's Talkin' My Baby Down;Celine Dion;The Colour Of My Love
Next Plane Out;Celine Dion;The Colour Of My Love
Real Emotion;Celine Dion;The Colour Of My Love
When I Fall In Love;Celine Dion Feat. Clive Griffin;The Colour Of My Love
Love Doesn't Ask Why;Celine Dion;The Colour Of My Love
Refuse To Dance;Celine Dion;The Colour Of My Love
I Remember L.A.;Celine Dion;The Colour Of My Love
No Living Without Loving You;Celine Dion;The Colour Of My Love
Lovin' Proof;Celine Dion;The Colour Of My Love
Just Walk Away;Celine Dion;The Colour Of My Love
The Colour Of My Love;Celine Dion;The Colour Of My Love
Romance;Chris Valentino Production;The Sounds Of Paradise
Playera;Chris Valentino Production;The Sounds Of Paradise
Romance (Reprise);Chris Valentino Production;The Sounds Of Paradise
Playera (Reprise);Chris Valentino Production;The Sounds Of Paradise
Romeo & Juliet;Chris Valentino Production;The Sounds Of Paradise
Mon Amor;Chris Valentino Production;The Sounds Of Paradise
Mon Amor (Reprise);Chris Valentino Production;The Sounds Of Paradise
Solace;Chris Valentino Production;The Sounds Of Paradise
O Sole Mio;Chris Valentino Production;The Sounds Of Paradise
Dark Eyes;Chris Valentino Production;The Sounds Of Paradise
